intent,web_ref,title,price,suburb,city,property_type,beds,baths,availability,deposit,lease_period,address,agent,phones,whatsapp_links,exclude_tags,url
buy,AP22676,21Ha Smallholding For Sale in Mookgopong,"R3,100,000",Mookgopong,Mookgopong,Smallholding,3,2,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/smallholding/1856206/
buy,AP23872,21.40Ha Farm For Sale in Bela Bela,"R2,200,000",Bela Bela,Bela Bela,Farm,9,4,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela/farm/3037284/
buy,AP23891,317Ha Farm For Sale in Bela Bela,"R19,000,000",Bela Bela,Bela Bela,Farm,3,3,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela/farm/3046663/
buy,AP24003,4 Bedroom House For Sale in Moreleta Park,"R2,995,000",Moreleta Park,Pretoria,House,4,2,,,,,Herman Van Rooy,082 494 1449; 012 348 0123,[082 494 1449](https://wa.me/27824941449),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/moreleta-park/house/3113772/
buy,AP20079,5 Bedroom House For Sale in Hoeveld Park,"R2,650,000",Hoeveld Park,Witbank,House,5,3,,,,,Willa Lombard,082 566 1354; 013 590 0665,[082 566 1354](https://wa.me/27825661354),,https://www.appleproperty.co.za/results/residential/for-sale/witbank/hoeveld-park/house/846518/
buy,AP23756,4 Bedroom Gated Estate For Sale in Modimolle Rural,"R1,760,000",Modimolle Rural,Modimolle,Gated Estate,4,3,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/modimolle/modimolle-rural/gated-estate/2996185/
buy,AP24132,3 Bedroom House For Sale in Centurion Golf Estate,"R3,500,000",Centurion Golf Estate,Centurion,House,3,2,,,,,Magde Meyer,083 387 3437; 012 940 0099,[083 387 3437](https://wa.me/27833873437),,https://www.appleproperty.co.za/results/residential/for-sale/centurion/centurion-golf-estate/house/3169594/
buy,AP23462,4 Bedroom House For Sale in Wapadrand,"R4,290,000",Wapadrand,Pretoria,House,4,2,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/wapadrand/house/2839944/
buy,AP23994,3 Bedroom Townhouse For Sale in Rietvalleirand,"R2,745,000",Rietvalleirand,Pretoria,Townhouse,3,2,,,,,Retha Veldsman,082 928 7803; 012 348 0123,[082 928 7803](https://wa.me/27829287803),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/rietvalleirand/townhouse/3106091/
buy,AP19754,"50,100m2 Vacant Land For Sale in Mooiplaats AH","R963,000",Mooiplaats Ah,Pretoria,Vacant Land,,,,,,"1648 Bergpad, Mooiplaats AH, Pretoria",Koos Smit,082 555 4776; 012 348 0123,[082 555 4776](https://wa.me/27825554776),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/mooiplaats-ah/vacant-land/851209/1648-bergpad/
buy,AP23413,77Ha Farm For Sale in Mookgopong,"R3,850,000",Mookgopong,Mookgopong,Farm,3,2,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/farm/2803474/
buy,AP23399,"2,516m2 Vacant Land For Sale in Verloren Estate","R399,000",Verloren Estate,Bela Bela,Vacant Land,,,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),retirement,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/verloren-estate/vacant-land/2792872/
buy,AP23967,"251,800m2 Farm For Sale in Klipkop","R10,495,000",Klipkop,Bronkhorstspruit,Farm,4,3,,,,,Koos Smit,082 555 4776; 012 348 0123,[082 555 4776](https://wa.me/27825554776),,https://www.appleproperty.co.za/results/residential/for-sale/bronkhorstspruit/klipkop/farm/3087025/
buy,AP23288,947m2 Vacant Land For Sale in Silverwoods Country Estate,"R2,500,000",Silverwoods Country Estate,Pretoria,Vacant Land,,,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/silverwoods-country-estate/vacant-land/2719131/
buy,AP23322,"1,065m2 Vacant Land For Sale in Silver Lakes Golf Estate","R3,050,000",Silver Lakes Golf Estate,Pretoria,Vacant Land,,,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/silver-lakes-golf-estate/vacant-land/2740934/
buy,AP23697,Freehold Sold in Tiegerpoort AH,"R2,185,000",Tiegerpoort Ah,Pretoria,Freehold,,,,,,"239 Graham Tar Road, Tiegerpoort AH, Pretoria",Koos Smit,082 555 4776; 012 348 0123,[082 555 4776](https://wa.me/27825554776),sold,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/tiegerpoort-ah/freehold/2967845/239-graham-tar-road/
buy,AP20304,5 Bedroom House For Sale in Sterrewag,"R3,600,000",Sterrewag,Pretoria,House,5,5.5,,,,,Rina Verryne,083 269 0085; 012 348 0123,[083 269 0085](https://wa.me/27832690085),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/sterrewag/house/860832/
buy,AP24033,4 Bedroom Duplex For Sale in Centurion Golf Estate,"R3,350,000",Centurion Golf Estate,Centurion,Duplex,4,2,,,,,Magde Meyer,083 387 3437; 012 940 0099,[083 387 3437](https://wa.me/27833873437),,https://www.appleproperty.co.za/results/residential/for-sale/centurion/centurion-golf-estate/duplex/3124514/
buy,AP24097,3 Bedroom Duet For Sale in Pierre Van Ryneveld,"R1,800,000",Pierre Van Ryneveld,Centurion,Duet,3,2,,,,,Lenie Visage,083 259 5342; 012 348 0123; 084 870 1465,[083 259 5342](https://wa.me/27832595342); [084 870 1465](https://wa.me/27848701465),,https://www.appleproperty.co.za/results/residential/for-sale/centurion/pierre-van-ryneveld/duet/3151549/
buy,AP24116,3 Bedroom House For Sale in Mookgopong,"R1,550,000",Mookgopong,Mookgopong,House,3,2,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/house/3165939/
buy,AP23918,2 Bedroom Townhouse For Sale in Wapadrand,"R1,265,000",Wapadrand,Pretoria,Townhouse,2,1,,,,,Hannelize Wilken,084 580 8700; 012 348 0123,[084 580 8700](https://wa.me/27845808700),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/wapadrand/townhouse/3071216/
buy,AP23189,4 Bedroom House For Sale in Reyno Ridge,"R2,995,000",Reyno Ridge,Witbank,House,4,5,,,,,Willa Lombard,082 566 1354; 013 590 0665,[082 566 1354](https://wa.me/27825661354),,https://www.appleproperty.co.za/results/residential/for-sale/witbank/reyno-ridge/house/2492705/
buy,AP23809,3 Bedroom Freehold For Sale in Lynnwood Ridge,"R3,499,000",Lynnwood Ridge,Pretoria,Freehold,3,2,,,,,Este Moolman,083 268 0736; 012 348 0123,[083 268 0736](https://wa.me/27832680736),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/lynnwood-ridge/freehold/3019736/
buy,AP21129,3 Bedroom Townhouse For Sale in Del Judor,"R1,290,000",Del Judor,Witbank,Townhouse,3,2,,,,,Milena Kanka,013 590 0665,,,https://www.appleproperty.co.za/results/residential/for-sale/witbank/del-judor/townhouse/1137176/
buy,AP24120,3 Bedroom House For Sale in Weavind Park,"R1,850,000",Weavind Park,Pretoria,House,3,2.5,,,,"Exciting new release in Weavind, Park, Pretoria East! Exclusive to Apple Property.",Hannelize Wilken,084 580 8700; 012 348 0123,[084 580 8700](https://wa.me/27845808700),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/weavind-park/house/3166933/
buy,AP24070,3 Bedroom Freehold For Sale in Garsfontein,"R3,190,000",Garsfontein,Pretoria,Freehold,3,2,,,,,Vinette Smit,0826529627; 012 348 0123,[0826529627](https://wa.me/27826529627),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/garsfontein/freehold/3142287/
buy,AP23688,2 Bedroom Retirement Unit For Sale in Equestria,"R1,870,000",Equestria,Pretoria,Retirement Unit,2,2,,,,,Hannelize Wilken,084 580 8700; 012 348 0123,[084 580 8700](https://wa.me/27845808700),retirement; assisted-living,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/equestria/retirement-unit/2963509/
buy,AP20269,3 Bedroom House For Sale in Mookgopong,"R3,000,000",Mookgopong,Mookgopong,House,3,2,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),retirement,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/house/845466/
buy,AP23978,3 Bedroom House For Sale in Mookgopong,"R1,080,000",Mookgopong,Mookgopong,House,3,2,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/house/3092725/
buy,AP23327,9 Bedroom House For Sale in Waterkloof Ridge,"R3,950,000",Waterkloof Ridge,Pretoria,House,9,6,,,,,Vivienne Doeg,082 301 6767; 012 348 0123,[082 301 6767](https://wa.me/27823016767),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/waterkloof-ridge/house/2742097/
buy,AP23932,4 Bedroom House For Sale in Bapsfontein,"R2,950,000",Bapsfontein,Bronkhorstspruit,House,4,2,,,,,Koos Smit,082 555 4776; 012 348 0123,[082 555 4776](https://wa.me/27825554776),,https://www.appleproperty.co.za/results/residential/for-sale/bronkhorstspruit/bapsfontein/house/3078768/
buy,AP24124,3 Bedroom Townhouse For Sale in Silverton,"R1,250,000",Silverton,Pretoria,Townhouse,3,2,,,,,Marianne Kenny,072 456 1802; 012 348 0123,[072 456 1802](https://wa.me/27724561802),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/silverton/townhouse/3168365/
buy,AP23866,3 Bedroom Townhouse For Sale in Bela Bela,"R999,000",Bela Bela,Bela Bela,Townhouse,3,1,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),retirement,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela/townhouse/3035878/
buy,AP9518,15Ha Farm For Sale in Tiegerpoort AH,"R6,350,000",Tiegerpoort Ah,Pretoria,Farm,5,2,,,,,Koos Smit,082 555 4776; 012 348 0123,[082 555 4776](https://wa.me/27825554776),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/tiegerpoort-ah/farm/851441/
buy,AP24083,2 Bedroom Retirement Unit For Sale in Bela Bela,"R1,207,500",Bela Bela,Bela Bela,Retirement Unit,2,2,,,,,,065 921 3851; 065 851 0009,[065 921 3851](https://wa.me/27659213851); [065 851 0009](https://wa.me/27658510009),retirement,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela/retirement-unit/3147305/
buy,AP17760,0.5 Bedroom Apartment For Sale in Hatfield,"R770,000",Hatfield,Pretoria,Apartment,0.5,1,,,,,Rita Fitzgerald,083 228 9633; 012 348 0123,[083 228 9633](https://wa.me/27832289633),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/hatfield/apartment/846576/
buy,AP23400,1.60Ha Vacant Land For Sale in Modimolle Rural,"R650,000",Modimolle Rural,Modimolle,Vacant Land,,,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/modimolle/modimolle-rural/vacant-land/2793104/
buy,AP23784,"1,421m2 Vacant Land For Sale in Six Fountains Residential Estate","R3,400,000",Six Fountains Residential Estate,Pretoria,Vacant Land,,,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/six-fountains-residential-estate/vacant-land/3013601/
buy,AP23056,3 Bedroom House For Sale in Mookgopong,"R2,420,000",Mookgopong,Mookgopong,House,3,4,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/house/2388845/
buy,AP21750,22Ha Farm For Sale in Donkerhoek AH,"R1,500,000",Donkerhoek Ah,Cullinan,Farm,,,,,,,Koos Smit,082 555 4776; 012 348 0123,[082 555 4776](https://wa.me/27825554776),,https://www.appleproperty.co.za/results/residential/for-sale/cullinan/donkerhoek-ah/farm/1334390/
buy,AP19053,"13,000m2 Smallholding For Sale in Zwavelpoort AH","R12,500,000",Zwavelpoort Ah,Pretoria,Smallholding,4,4,,,,,Koos Smit,082 555 4776; 012 348 0123,[082 555 4776](https://wa.me/27825554776),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/zwavelpoort-ah/smallholding/851765/
buy,AP23287,947m2 Vacant Land For Sale in Silverwoods Country Estate,"R2,500,000",Silverwoods Country Estate,Pretoria,Vacant Land,,,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/silverwoods-country-estate/vacant-land/2719079/
buy,AP23504,2 Bedroom Apartment Sold in Zwartkop,"R795,000",Zwartkop,Centurion,Apartment,2,1,,,,,Magde Meyer,083 387 3437; 012 940 0099,[083 387 3437](https://wa.me/27833873437),sold,https://www.appleproperty.co.za/results/residential/for-sale/centurion/zwartkop/apartment/2892118/
buy,AP21886,"1,910Ha Farm For Sale in Mookgopong","R26,000,000",Mookgopong,Mookgopong,Farm,4,4,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/farm/1434824/
buy,AP21693,16 Bedroom Apartment Block For Sale in Bela Bela,"R3,990,000",Bela Bela,Bela Bela,Apartment Block,16,9,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela/apartment-block/1311051/
buy,AP22675,3 Bedroom House For Sale in Mookgopong,"R1,350,000",Mookgopong,Mookgopong,House,3,3,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/house/1856096/
buy,AP22919,6 Bedroom House For Sale in Six Fountains Residential Estate,"R12,000,000",Six Fountains Residential Estate,Pretoria,House,6,6.5,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/six-fountains-residential-estate/house/2331905/
buy,AP22823,4 Bedroom House For Sale in Eldo Village Estate,"R5,950,000",Eldo Village Estate,Centurion,House,4,4.5,,,,"4529 sacramanto street, Eldo Village Estate, Centurion",Shogan Naidoo,072 430 6757,[072 430 6757](https://wa.me/27724306757),,https://www.appleproperty.co.za/results/residential/for-sale/centurion/eldo-village-estate/house/2255955/4529-sacramanto-street/
buy,AP23490,5 Bedroom House For Sale in Highlands Wilderness Estate,"R3,300,000",Highlands Wilderness Estate,Bela Bela,House,5,4,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/highlands-wilderness-estate/house/2885070/
buy,AP24039,3 Bedroom Townhouse For Sale in Del Judor Ext 4,"R1,750,000",Del Judor Ext 4,Witbank,Townhouse,3,2,,,,,Milena Kanka,013 590 0665,,,https://www.appleproperty.co.za/results/residential/for-sale/witbank/del-judor-ext-4/townhouse/3130038/
buy,AP23930,4 Bedroom Freehold For Sale in Lynnwood Manor,"R3,300,000",Lynnwood Manor,Pretoria,Freehold,4,2,,,,,Este Moolman,083 268 0736; 012 348 0123,[083 268 0736](https://wa.me/27832680736),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/lynnwood-manor/freehold/3078318/
buy,AP21378,7 Bedroom House For Sale in Brooklyn,"R10,895,000",Brooklyn,Pretoria,House,7,7.5,,,,,Sandy Lunt,0823222322; 012 348 0123,[0823222322](https://wa.me/27823222322),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/brooklyn/house/1205972/
buy,AP24075,4 Bedroom House Sold in Waterkloof Ridge,"R4,200,000",Waterkloof Ridge,Pretoria,House,4,2.5,,,,,Rina Verryne,083 269 0085; 012 348 0123,[083 269 0085](https://wa.me/27832690085),sold,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/waterkloof-ridge/house/3143352/
buy,AP24122,2 Bedroom Apartment For Sale in Noordwyk,"R980,000",Noordwyk,Midrand,Apartment,2,2,,,,"00 Katara, 870 George Road, Noordwyk, Midrand",Shogan Naidoo,072 430 6757,[072 430 6757](https://wa.me/27724306757),,https://www.appleproperty.co.za/results/residential/for-sale/midrand/noordwyk/apartment/3168318/00-katara-870-george-road/
buy,AP24150,21Ha Smallholding For Sale in Grootvalley AH,"R1,300,000",Grootvalley Ah,Mookgopong,Smallholding,,,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/grootvalley-ah/smallholding/3181544/
buy,AP23739,3 Bedroom House For Sale in Mookgopong,"R1,380,000",Mookgopong,Mookgopong,House,3,2,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/house/2986335/
buy,AP20947,3 Bedroom Freestanding For Sale in Lynnwood,"R4,114,000",Lynnwood,Pretoria,Freestanding,3,3,,,,,Andre Sciocatti,082 930 7386; 012 348 0123; 072 456 1802,[082 930 7386](https://wa.me/27829307386); [072 456 1802](https://wa.me/27724561802),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/lynnwood/freestanding/1052575/
buy,AP24073,"1,047Ha Farm For Sale in Roedtan","R22,500,000",Roedtan,Mookgopong,Farm,30,10,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/roedtan/farm/3143167/
buy,AP23337,"2,163m2 Vacant Land For Sale in Six Fountains Residential Estate","R4,500,000",Six Fountains Residential Estate,Pretoria,Vacant Land,,,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/six-fountains-residential-estate/vacant-land/2747793/
buy,AP24062,"855,400m2 Farm For Sale in Boschkop AH","R13,230,000",Boschkop Ah,Pretoria,Farm,4,4.5,,,,"150 Groen pad, Boschkop AH, Pretoria",Koos Smit,082 555 4776; 012 348 0123,[082 555 4776](https://wa.me/27825554776),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/boschkop-ah/farm/3139787/150-groen-pad/
buy,AP23743,2 Bedroom Townhouse For Sale in Bela Bela,"R1,195,000",Bela Bela,Bela Bela,Townhouse,2,2.5,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela/townhouse/2988884/
buy,AP20228,78Ha Farm For Sale in Mookgopong,"R3,700,000",Mookgopong,Mookgopong,Farm,3,2,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/farm/846616/
buy,AP24099,8.50Ha Smallholding For Sale in Bela Bela Rural,"R1,800,000",Bela Bela Rural,Bela Bela,Smallholding,3,5,,,,,,062 568 0285; 065 851 0009,[062 568 0285](https://wa.me/27625680285); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela-rural/smallholding/3153527/
buy,AP22921,5 Bedroom House For Sale in Six Fountains Residential Estate,"R10,000,000",Six Fountains Residential Estate,Pretoria,House,5,5.5,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/six-fountains-residential-estate/house/2331947/
buy,AP23877,3 Bedroom Townhouse For Sale in Die Wilgers,"R1,630,000",Die Wilgers,Pretoria,Townhouse,3,2,,,,,Andre Sciocatti,082 930 7386; 012 348 0123,[082 930 7386](https://wa.me/27829307386),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/die-wilgers/townhouse/3042012/
buy,AP23364,2 Bedroom Apartment Block For Sale in Mookgopong,"R1,000,000",Mookgopong,Mookgopong,Apartment Block,2,1,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/apartment-block/2783468/
buy,AP24146,6 Bedroom House For Sale in Shere,"R13,495,000",Shere,Pretoria,House,6,4,,,,"67 Henry, Shere, Pretoria",Koos Smit,082 555 4776; 012 348 0123,[082 555 4776](https://wa.me/27825554776),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/shere/house/3178287/67-henry/
buy,AP20661,5 Bedroom Freestanding For Sale in Cornwall Hill,"R7,995,000",Cornwall Hill,Centurion,Freestanding,5,4.5,,,,,Melanie Burrell,082 653 5568; 012 940 0099,[082 653 5568](https://wa.me/27826535568),,https://www.appleproperty.co.za/results/residential/for-sale/centurion/cornwall-hill/freestanding/952600/
buy,AP19366,0.5 Bedroom Apartment For Sale in Hatfield,"R690,000",Hatfield,Pretoria,Apartment,0.5,1,,,,,Rita Fitzgerald,083 228 9633; 012 348 0123,[083 228 9633](https://wa.me/27832289633),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/hatfield/apartment/844187/
buy,AP23586,"85,650m2 Farm For Sale in Tiegerpoort AH","R5,500,000",Tiegerpoort Ah,Pretoria,Farm,3,3,,,,"13 Graham Road, Tiegerpoort AH, Pretoria",Koos Smit,082 555 4776; 012 348 0123,[082 555 4776](https://wa.me/27825554776),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/tiegerpoort-ah/farm/2924532/13-graham-road/
buy,AP24016,3 Bedroom Retirement Unit For Sale in Equestria,"R2,798,000",Equestria,Pretoria,Retirement Unit,3,2,,,,,Hannelize Wilken,084 580 8700; 012 348 0123,[084 580 8700](https://wa.me/27845808700),retirement; assisted-living,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/equestria/retirement-unit/3117372/
buy,AP22534,2 Bedroom House For Sale in Mookgopong,"R1,270,000",Mookgopong,Mookgopong,House,2,2,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/house/1809032/
buy,AP22682,"43,500m2 Farm For Sale in Boschkop AH","R3,890,000",Boschkop Ah,Pretoria,Farm,4,2.5,,,,"124 Waterbuck, Boschkop AH, Pretoria",Koos Smit,082 555 4776; 012 348 0123,[082 555 4776](https://wa.me/27825554776),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/boschkop-ah/farm/1858089/124-waterbuck/
buy,AP24055,4 Bedroom House For Sale in Centurion Golf Estate,"R4,400,000",Centurion Golf Estate,Centurion,House,4,3,,,,,Magde Meyer,083 387 3437; 012 940 0099,[083 387 3437](https://wa.me/27833873437),,https://www.appleproperty.co.za/results/residential/for-sale/centurion/centurion-golf-estate/house/3138338/
buy,AP23434,1 Bedroom Apartment For Sale in Hatfield,"R950,000",Hatfield,Pretoria,Apartment,1,1,,,,"DC A602 DUNCAN COURT, 1226 PARK, Hatfield, Pretoria",Rita Fitzgerald,083 228 9633; 012 348 0123,[083 228 9633](https://wa.me/27832289633),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/hatfield/apartment/2820913/dc-a602-duncan-court-1226-park/
buy,AP23825,3 Bedroom Apartment For Sale in Waterkloof,"R2,580,000",Waterkloof,Pretoria,Apartment,3,2,,,,,Vivienne Doeg,082 301 6767; 012 348 0123,[082 301 6767](https://wa.me/27823016767),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/waterkloof/apartment/3023507/
buy,AP23689,3 Bedroom Townhouse For Sale in Equestria,"R1,695,000",Equestria,Pretoria,Townhouse,3,2,,,,,Hannelize Wilken,084 580 8700; 012 348 0123,[084 580 8700](https://wa.me/27845808700),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/equestria/townhouse/2963831/
buy,AP24121,2 Bedroom Freehold For Sale in Silver Lakes,"R4,355,000",Silver Lakes,Pretoria,Freehold,2,2.5,,,,,Andre Sciocatti,082 930 7386; 012 348 0123,[082 930 7386](https://wa.me/27829307386),retirement,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/silver-lakes/freehold/3167338/
buy,AP23335,4 Bedroom House For Sale in Centurion Golf Estate,"R5,950,000",Centurion Golf Estate,Centurion,House,4,3.5,,,,,Magde Meyer,083 387 3437; 012 940 0099,[083 387 3437](https://wa.me/27833873437),,https://www.appleproperty.co.za/results/residential/for-sale/centurion/centurion-golf-estate/house/2746446/
buy,AP19386,3 Bedroom Sectional Title For Sale in Bela Bela,"R899,000",Bela Bela,Bela Bela,Sectional Title,3,2,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),retirement,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela/sectional-title/846553/
buy,AP23953,2 Bedroom Apartment For Sale in Newlands,"R1,450,000",Newlands,Pretoria,Apartment,2,1,,,,,Petro Sciocatti,082 551 7990; 012 348 0123; 082 930 7386,[082 551 7990](https://wa.me/27825517990); [082 930 7386](https://wa.me/27829307386),retirement,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/newlands/apartment/3081315/
buy,AP20870,3 Bedroom House For Sale in Lynnwood,"R4,114,000",Lynnwood,Pretoria,House,3,3,,,,,Andre Sciocatti,082 930 7386; 012 348 0123,[082 930 7386](https://wa.me/27829307386),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/lynnwood/house/1038351/
buy,AP22532,21Ha Farm For Sale in Mookgopong,"R3,180,000",Mookgopong,Mookgopong,Farm,4,3,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/farm/1808558/
buy,AP23237,5 Bedroom House For Sale in Bankenveld Estate,"R4,800,000",Bankenveld Estate,Witbank,House,5,4,,,,,Milena Kanka,013 590 0665,,,https://www.appleproperty.co.za/results/residential/for-sale/witbank/bankenveld-estate/house/2555180/
buy,AP21979,13 Bedroom House For Sale in Shere,"R11,200,000",Shere,Pretoria,House,13,10,,,,,Koos Smit,082 555 4776; 012 348 0123,[082 555 4776](https://wa.me/27825554776),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/shere/house/1464663/
buy,AP24015,2 Bedroom Townhouse For Sale in Equestria,"R1,399,000",Equestria,Pretoria,Townhouse,2,2,,,,,Hannelize Wilken,084 580 8700; 012 348 0123,[084 580 8700](https://wa.me/27845808700),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/equestria/townhouse/3117315/
